Police Beat,CRIME_TYPE,CRIME_DESCRIPTION,STAT_VALUE,REPORT_DATE,Sector,Precinct,Row_Value_ID
B1,Assault,Assault,2,01/01/2011,B,N,"13,094"
B1,Larceny-Theft,Larceny-Theft,32,01/01/2011,B,N,"13,095"
B1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,B,N,"13,096"
B1,Burglary,Burglary,21,01/01/2011,B,N,"13,097"
B2,Homicide,Homicide,0,01/01/2011,B,N,"13,098"
B2,Rape,Rape,0,01/01/2011,B,N,"13,099"
B2,Robbery,Robbery,0,01/01/2011,B,N,"13,100"
B2,Assault,Assault,3,01/01/2011,B,N,"13,101"
B2,Larceny-Theft,Larceny-Theft,32,01/01/2011,B,N,"13,102"
B2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,01/01/2011,B,N,"13,103"
B2,Burglary,Burglary,8,01/01/2011,B,N,"13,104"
B3,Homicide,Homicide,0,01/01/2011,B,N,"13,105"
B3,Rape,Rape,0,01/01/2011,B,N,"13,106"
B3,Robbery,Robbery,0,01/01/2011,B,N,"13,107"
B3,Assault,Assault,8,01/01/2011,B,N,"13,108"
B3,Larceny-Theft,Larceny-Theft,58,01/01/2011,B,N,"13,109"
B3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,01/01/2011,B,N,"13,110"
B3,Burglary,Burglary,12,01/01/2011,B,N,"13,111"
J1,Homicide,Homicide,0,01/01/2011,J,N,"13,112"
J1,Rape,Rape,0,01/01/2011,J,N,"13,113"
J1,Robbery,Robbery,0,01/01/2011,J,N,"13,114"
J1,Assault,Assault,1,01/01/2011,J,N,"13,115"
J1,Larceny-Theft,Larceny-Theft,41,01/01/2011,J,N,"13,116"
J1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,01/01/2011,J,N,"13,117"
J1,Burglary,Burglary,8,01/01/2011,J,N,"13,118"
J2,Homicide,Homicide,0,01/01/2011,J,N,"13,119"
J2,Rape,Rape,0,01/01/2011,J,N,"13,120"
J2,Robbery,Robbery,0,01/01/2011,J,N,"13,121"
J2,Assault,Assault,3,01/01/2011,J,N,"13,122"
J2,Larceny-Theft,Larceny-Theft,50,01/01/2011,J,N,"13,123"
J2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,01/01/2011,J,N,"13,124"
J2,Burglary,Burglary,18,01/01/2011,J,N,"13,125"
J3,Homicide,Homicide,0,01/01/2011,J,N,"13,126"
J3,Rape,Rape,0,01/01/2011,J,N,"13,127"
J3,Robbery,Robbery,0,01/01/2011,J,N,"13,128"
J3,Assault,Assault,0,01/01/2011,J,N,"13,129"
J3,Larceny-Theft,Larceny-Theft,31,01/01/2011,J,N,"13,130"
J3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,01/01/2011,J,N,"13,131"
J3,Burglary,Burglary,22,01/01/2011,J,N,"13,132"
L1,Homicide,Homicide,0,01/01/2011,L,N,"13,133"
L1,Rape,Rape,0,01/01/2011,L,N,"13,134"
L1,Robbery,Robbery,4,01/01/2011,L,N,"13,135"
L1,Assault,Assault,5,01/01/2011,L,N,"13,136"
L1,Larceny-Theft,Larceny-Theft,42,01/01/2011,L,N,"13,137"
L1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,01/01/2011,L,N,"13,138"
L1,Burglary,Burglary,6,01/01/2011,L,N,"13,139"
L2,Homicide,Homicide,0,01/01/2011,L,N,"13,140"
L2,Rape,Rape,0,01/01/2011,L,N,"13,141"
L2,Robbery,Robbery,1,01/01/2011,L,N,"13,142"
L2,Assault,Assault,1,01/01/2011,L,N,"13,143"
L2,Larceny-Theft,Larceny-Theft,46,01/01/2011,L,N,"13,144"
C3,Assault,Assault,2,10/01/2013,C,E,"25,295"
L2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,L,N,"13,145"
L2,Burglary,Burglary,12,01/01/2011,L,N,"13,146"
L3,Homicide,Homicide,0,01/01/2011,L,N,"13,147"
L3,Rape,Rape,0,01/01/2011,L,N,"13,148"
L3,Robbery,Robbery,1,01/01/2011,L,N,"13,149"
L3,Assault,Assault,1,01/01/2011,L,N,"13,150"
L3,Larceny-Theft,Larceny-Theft,28,01/01/2011,L,N,"13,151"
L3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,01/01/2011,L,N,"13,152"
L3,Burglary,Burglary,9,01/01/2011,L,N,"13,153"
N1,Homicide,Homicide,0,01/01/2011,N,N,"13,154"
N1,Rape,Rape,0,01/01/2011,N,N,"13,155"
N1,Robbery,Robbery,1,01/01/2011,N,N,"13,156"
N1,Assault,Assault,1,01/01/2011,N,N,"13,157"
N1,Larceny-Theft,Larceny-Theft,61,01/01/2011,N,N,"13,158"
N1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,01/01/2011,N,N,"13,159"
N1,Burglary,Burglary,11,01/01/2011,N,N,"13,160"
N2,Homicide,Homicide,0,01/01/2011,N,N,"13,161"
N2,Rape,Rape,0,01/01/2011,N,N,"13,162"
N2,Robbery,Robbery,4,01/01/2011,N,N,"13,163"
N2,Assault,Assault,2,01/01/2011,N,N,"13,164"
N2,Larceny-Theft,Larceny-Theft,22,01/01/2011,N,N,"13,165"
N2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,01/01/2011,N,N,"13,166"
N2,Burglary,Burglary,9,01/01/2011,N,N,"13,167"
N3,Homicide,Homicide,0,01/01/2011,N,N,"13,168"
N3,Rape,Rape,0,01/01/2011,N,N,"13,169"
N3,Robbery,Robbery,1,01/01/2011,N,N,"13,170"
N3,Assault,Assault,5,01/01/2011,N,N,"13,171"
N3,Larceny-Theft,Larceny-Theft,54,01/01/2011,N,N,"13,172"
N3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,N,N,"13,173"
N3,Burglary,Burglary,7,01/01/2011,N,N,"13,174"
U1,Homicide,Homicide,0,01/01/2011,U,N,"13,175"
U1,Rape,Rape,0,01/01/2011,U,N,"13,176"
U1,Robbery,Robbery,1,01/01/2011,U,N,"13,177"
U1,Assault,Assault,1,01/01/2011,U,N,"13,178"
U1,Larceny-Theft,Larceny-Theft,30,01/01/2011,U,N,"13,179"
U1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,01/01/2011,U,N,"13,180"
U1,Burglary,Burglary,14,01/01/2011,U,N,"13,181"
U2,Homicide,Homicide,0,01/01/2011,U,N,"13,182"
U2,Rape,Rape,0,01/01/2011,U,N,"13,183"
U2,Robbery,Robbery,3,01/01/2011,U,N,"13,184"
U2,Assault,Assault,4,01/01/2011,U,N,"13,185"
U2,Larceny-Theft,Larceny-Theft,45,01/01/2011,U,N,"13,186"
U2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,01/01/2011,U,N,"13,187"
U2,Burglary,Burglary,7,01/01/2011,U,N,"13,188"
U3,Homicide,Homicide,0,01/01/2011,U,N,"13,189"
U3,Rape,Rape,0,01/01/2011,U,N,"13,190"
U3,Robbery,Robbery,2,01/01/2011,U,N,"13,191"
U3,Assault,Assault,3,01/01/2011,U,N,"13,192"
U3,Larceny-Theft,Larceny-Theft,31,01/01/2011,U,N,"13,193"
U3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,01/01/2011,U,N,"13,194"
U3,Burglary,Burglary,15,01/01/2011,U,N,"13,195"
D1,Homicide,Homicide,0,01/01/2011,D,W,"13,196"
D1,Rape,Rape,0,01/01/2011,D,W,"13,197"
D1,Robbery,Robbery,3,01/01/2011,D,W,"13,198"
D1,Assault,Assault,3,01/01/2011,D,W,"13,199"
D1,Larceny-Theft,Larceny-Theft,51,01/01/2011,D,W,"13,200"
D1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,01/01/2011,D,W,"13,201"
D1,Burglary,Burglary,15,01/01/2011,D,W,"13,202"
D2,Homicide,Homicide,0,01/01/2011,D,W,"13,203"
D2,Rape,Rape,1,01/01/2011,D,W,"13,204"
D2,Robbery,Robbery,1,01/01/2011,D,W,"13,205"
D2,Assault,Assault,3,01/01/2011,D,W,"13,206"
D2,Larceny-Theft,Larceny-Theft,47,01/01/2011,D,W,"13,207"
D2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,01/01/2011,D,W,"13,208"
D2,Burglary,Burglary,13,01/01/2011,D,W,"13,209"
D3,Homicide,Homicide,0,01/01/2011,D,W,"13,210"
D3,Rape,Rape,0,01/01/2011,D,W,"13,211"
D3,Robbery,Robbery,1,01/01/2011,D,W,"13,212"
D3,Assault,Assault,2,01/01/2011,D,W,"13,213"
D3,Larceny-Theft,Larceny-Theft,48,01/01/2011,D,W,"13,214"
D3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,01/01/2011,D,W,"13,215"
D3,Burglary,Burglary,16,01/01/2011,D,W,"13,216"
K1,Homicide,Homicide,0,01/01/2011,K,W,"13,217"
K1,Rape,Rape,0,01/01/2011,K,W,"13,218"
K1,Robbery,Robbery,9,01/01/2011,K,W,"13,219"
K1,Assault,Assault,0,01/01/2011,K,W,"13,220"
K1,Larceny-Theft,Larceny-Theft,69,01/01/2011,K,W,"13,221"
K1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,01/01/2011,K,W,"13,222"
K1,Burglary,Burglary,4,01/01/2011,K,W,"13,223"
K2,Homicide,Homicide,0,01/01/2011,K,W,"13,224"
K2,Rape,Rape,1,01/01/2011,K,W,"13,225"
K2,Robbery,Robbery,7,01/01/2011,K,W,"13,226"
K2,Assault,Assault,6,01/01/2011,K,W,"13,227"
K2,Larceny-Theft,Larceny-Theft,35,01/01/2011,K,W,"13,228"
K2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",0,01/01/2011,K,W,"13,229"
K2,Burglary,Burglary,6,01/01/2011,K,W,"13,230"
K3,Homicide,Homicide,0,01/01/2011,K,W,"13,231"
K3,Rape,Rape,0,01/01/2011,K,W,"13,232"
K3,Robbery,Robbery,1,01/01/2011,K,W,"13,233"
K3,Assault,Assault,4,01/01/2011,K,W,"13,234"
K3,Larceny-Theft,Larceny-Theft,34,01/01/2011,K,W,"13,235"
K3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,01/01/2011,K,W,"13,236"
K3,Burglary,Burglary,6,01/01/2011,K,W,"13,237"
M1,Homicide,Homicide,1,01/01/2011,M,W,"13,238"
M1,Rape,Rape,0,01/01/2011,M,W,"13,239"
M1,Robbery,Robbery,2,01/01/2011,M,W,"13,240"
M1,Assault,Assault,7,01/01/2011,M,W,"13,241"
M1,Larceny-Theft,Larceny-Theft,48,01/01/2011,M,W,"13,242"
M1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,01/01/2011,M,W,"13,243"
M1,Burglary,Burglary,9,01/01/2011,M,W,"13,244"
M2,Homicide,Homicide,0,01/01/2011,M,W,"13,245"
M2,Rape,Rape,0,01/01/2011,M,W,"13,246"
M2,Robbery,Robbery,7,01/01/2011,M,W,"13,247"
M2,Assault,Assault,6,01/01/2011,M,W,"13,248"
M2,Larceny-Theft,Larceny-Theft,52,01/01/2011,M,W,"13,249"
M2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,M,W,"13,250"
M2,Burglary,Burglary,11,01/01/2011,M,W,"13,251"
M3,Homicide,Homicide,0,01/01/2011,M,W,"13,252"
M3,Rape,Rape,0,01/01/2011,M,W,"13,253"
M3,Robbery,Robbery,3,01/01/2011,M,W,"13,254"
M3,Assault,Assault,6,01/01/2011,M,W,"13,255"
M3,Larceny-Theft,Larceny-Theft,66,01/01/2011,M,W,"13,256"
M3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,01/01/2011,M,W,"13,257"
M3,Burglary,Burglary,5,01/01/2011,M,W,"13,258"
Q1,Homicide,Homicide,0,01/01/2011,Q,W,"13,259"
Q1,Rape,Rape,0,01/01/2011,Q,W,"13,260"
Q1,Robbery,Robbery,0,01/01/2011,Q,W,"13,261"
Q1,Assault,Assault,0,01/01/2011,Q,W,"13,262"
Q1,Larceny-Theft,Larceny-Theft,20,01/01/2011,Q,W,"13,263"
Q1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,01/01/2011,Q,W,"13,264"
Q1,Burglary,Burglary,8,01/01/2011,Q,W,"13,265"
Q2,Homicide,Homicide,0,01/01/2011,Q,W,"13,266"
Q2,Rape,Rape,0,01/01/2011,Q,W,"13,267"
Q2,Robbery,Robbery,1,01/01/2011,Q,W,"13,268"
Q2,Assault,Assault,0,01/01/2011,Q,W,"13,269"
Q2,Larceny-Theft,Larceny-Theft,34,01/01/2011,Q,W,"13,270"
C3,Larceny-Theft,Larceny-Theft,27,10/01/2013,C,E,"25,296"
Q2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,01/01/2011,Q,W,"13,271"
Q2,Burglary,Burglary,23,01/01/2011,Q,W,"13,272"
Q3,Homicide,Homicide,0,01/01/2011,Q,W,"13,273"
Q3,Rape,Rape,1,01/01/2011,Q,W,"13,274"
Q3,Robbery,Robbery,2,01/01/2011,Q,W,"13,275"
Q3,Assault,Assault,2,01/01/2011,Q,W,"13,276"
Q3,Larceny-Theft,Larceny-Theft,28,01/01/2011,Q,W,"13,277"
Q3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,01/01/2011,Q,W,"13,278"
Q3,Burglary,Burglary,16,01/01/2011,Q,W,"13,279"
C1,Homicide,Homicide,0,01/01/2011,C,E,"13,280"
C1,Rape,Rape,0,01/01/2011,C,E,"13,281"
C1,Robbery,Robbery,1,01/01/2011,C,E,"13,282"
C1,Assault,Assault,0,01/01/2011,C,E,"13,283"
C1,Larceny-Theft,Larceny-Theft,36,01/01/2011,C,E,"13,284"
C1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,01/01/2011,C,E,"13,285"
C1,Burglary,Burglary,14,01/01/2011,C,E,"13,286"
C2,Homicide,Homicide,0,01/01/2011,C,E,"13,287"
C2,Rape,Rape,0,01/01/2011,C,E,"13,288"
C2,Robbery,Robbery,2,01/01/2011,C,E,"13,289"
C2,Assault,Assault,0,01/01/2011,C,E,"13,290"
C2,Larceny-Theft,Larceny-Theft,23,01/01/2011,C,E,"13,291"
C2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,01/01/2011,C,E,"13,292"
C2,Burglary,Burglary,2,01/01/2011,C,E,"13,293"
C3,Homicide,Homicide,0,01/01/2011,C,E,"13,294"
C3,Rape,Rape,0,01/01/2011,C,E,"13,295"
C3,Robbery,Robbery,0,01/01/2011,C,E,"13,296"
C3,Assault,Assault,3,01/01/2011,C,E,"13,297"
C3,Larceny-Theft,Larceny-Theft,24,01/01/2011,C,E,"13,298"
C3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,01/01/2011,C,E,"13,299"
C3,Burglary,Burglary,17,01/01/2011,C,E,"13,300"
E1,Homicide,Homicide,0,01/01/2011,E,E,"13,301"
E1,Rape,Rape,0,01/01/2011,E,E,"13,302"
E1,Robbery,Robbery,3,01/01/2011,E,E,"13,303"
E1,Assault,Assault,4,01/01/2011,E,E,"13,304"
E1,Larceny-Theft,Larceny-Theft,24,01/01/2011,E,E,"13,305"
E1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,E,E,"13,306"
E1,Burglary,Burglary,10,01/01/2011,E,E,"13,307"
E2,Homicide,Homicide,0,01/01/2011,E,E,"13,308"
E2,Rape,Rape,0,01/01/2011,E,E,"13,309"
E2,Robbery,Robbery,4,01/01/2011,E,E,"13,310"
E2,Assault,Assault,2,01/01/2011,E,E,"13,311"
E2,Larceny-Theft,Larceny-Theft,54,01/01/2011,E,E,"13,312"
E2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,01/01/2011,E,E,"13,313"
E2,Burglary,Burglary,9,01/01/2011,E,E,"13,314"
E3,Homicide,Homicide,0,01/01/2011,E,E,"13,315"
E3,Rape,Rape,0,01/01/2011,E,E,"13,316"
E3,Robbery,Robbery,1,01/01/2011,E,E,"13,317"
E3,Assault,Assault,3,01/01/2011,E,E,"13,318"
E3,Larceny-Theft,Larceny-Theft,19,01/01/2011,E,E,"13,319"
E3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,01/01/2011,E,E,"13,320"
E3,Burglary,Burglary,14,01/01/2011,E,E,"13,321"
G1,Homicide,Homicide,0,01/01/2011,G,E,"13,322"
G1,Rape,Rape,0,01/01/2011,G,E,"13,323"
G1,Robbery,Robbery,4,01/01/2011,G,E,"13,324"
G1,Assault,Assault,3,01/01/2011,G,E,"13,325"
G1,Larceny-Theft,Larceny-Theft,14,01/01/2011,G,E,"13,326"
G1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,01/01/2011,G,E,"13,327"
G1,Burglary,Burglary,8,01/01/2011,G,E,"13,328"
G2,Homicide,Homicide,0,01/01/2011,G,E,"13,329"
G2,Rape,Rape,0,01/01/2011,G,E,"13,330"
G2,Robbery,Robbery,3,01/01/2011,G,E,"13,331"
G2,Assault,Assault,3,01/01/2011,G,E,"13,332"
G2,Larceny-Theft,Larceny-Theft,33,01/01/2011,G,E,"13,333"
G2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,01/01/2011,G,E,"13,334"
G2,Burglary,Burglary,6,01/01/2011,G,E,"13,335"
G3,Homicide,Homicide,0,01/01/2011,G,E,"13,336"
G3,Rape,Rape,1,01/01/2011,G,E,"13,337"
G3,Robbery,Robbery,2,01/01/2011,G,E,"13,338"
G3,Assault,Assault,4,01/01/2011,G,E,"13,339"
G3,Larceny-Theft,Larceny-Theft,19,01/01/2011,G,E,"13,340"
G3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,01/01/2011,G,E,"13,341"
G3,Burglary,Burglary,16,01/01/2011,G,E,"13,342"
O1,Homicide,Homicide,0,01/01/2011,O,SE,"13,343"
O1,Rape,Rape,0,01/01/2011,O,SE,"13,344"
O1,Robbery,Robbery,1,01/01/2011,O,SE,"13,345"
O1,Assault,Assault,3,01/01/2011,O,SE,"13,346"
O1,Larceny-Theft,Larceny-Theft,25,01/01/2011,O,SE,"13,347"
O1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,O,SE,"13,348"
O1,Burglary,Burglary,4,01/01/2011,O,SE,"13,349"
O2,Homicide,Homicide,0,01/01/2011,O,SE,"13,350"
O2,Rape,Rape,0,01/01/2011,O,SE,"13,351"
O2,Robbery,Robbery,2,01/01/2011,O,SE,"13,352"
O2,Assault,Assault,2,01/01/2011,O,SE,"13,353"
O2,Larceny-Theft,Larceny-Theft,36,01/01/2011,O,SE,"13,354"
O2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,01/01/2011,O,SE,"13,355"
O2,Burglary,Burglary,6,01/01/2011,O,SE,"13,356"
O3,Homicide,Homicide,0,01/01/2011,O,SE,"13,357"
O3,Rape,Rape,0,01/01/2011,O,SE,"13,358"
O3,Robbery,Robbery,3,01/01/2011,O,SE,"13,359"
O3,Assault,Assault,4,01/01/2011,O,SE,"13,360"
O3,Larceny-Theft,Larceny-Theft,14,01/01/2011,O,SE,"13,361"
O3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,O,SE,"13,362"
O3,Burglary,Burglary,24,01/01/2011,O,SE,"13,363"
R1,Homicide,Homicide,0,01/01/2011,R,SE,"13,364"
R1,Rape,Rape,1,01/01/2011,R,SE,"13,365"
R1,Robbery,Robbery,2,01/01/2011,R,SE,"13,366"
R1,Assault,Assault,3,01/01/2011,R,SE,"13,367"
R1,Larceny-Theft,Larceny-Theft,32,01/01/2011,R,SE,"13,368"
R1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,01/01/2011,R,SE,"13,369"
R1,Burglary,Burglary,13,01/01/2011,R,SE,"13,370"
R2,Homicide,Homicide,0,01/01/2011,R,SE,"13,371"
R2,Rape,Rape,0,01/01/2011,R,SE,"13,372"
R2,Robbery,Robbery,3,01/01/2011,R,SE,"13,373"
R2,Assault,Assault,0,01/01/2011,R,SE,"13,374"
R2,Larceny-Theft,Larceny-Theft,24,01/01/2011,R,SE,"13,375"
R2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,01/01/2011,R,SE,"13,376"
R2,Burglary,Burglary,11,01/01/2011,R,SE,"13,377"
R3,Homicide,Homicide,0,01/01/2011,R,SE,"13,378"
R3,Rape,Rape,0,01/01/2011,R,SE,"13,379"
R3,Robbery,Robbery,4,01/01/2011,R,SE,"13,380"
R3,Assault,Assault,3,01/01/2011,R,SE,"13,381"
R3,Larceny-Theft,Larceny-Theft,19,01/01/2011,R,SE,"13,382"
R3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,R,SE,"13,383"
R3,Burglary,Burglary,26,01/01/2011,R,SE,"13,384"
S1,Homicide,Homicide,0,01/01/2011,S,SE,"13,385"
S1,Rape,Rape,0,01/01/2011,S,SE,"13,386"
S1,Robbery,Robbery,8,01/01/2011,S,SE,"13,387"
S1,Assault,Assault,3,01/01/2011,S,SE,"13,388"
S1,Larceny-Theft,Larceny-Theft,17,01/01/2011,S,SE,"13,389"
S1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,01/01/2011,S,SE,"13,390"
S1,Burglary,Burglary,19,01/01/2011,S,SE,"13,391"
S2,Homicide,Homicide,0,01/01/2011,S,SE,"13,392"
S2,Rape,Rape,0,01/01/2011,S,SE,"13,393"
S2,Robbery,Robbery,2,01/01/2011,S,SE,"13,394"
S2,Assault,Assault,11,01/01/2011,S,SE,"13,395"
S2,Larceny-Theft,Larceny-Theft,10,01/01/2011,S,SE,"13,396"
S2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,01/01/2011,S,SE,"13,397"
S2,Burglary,Burglary,15,01/01/2011,S,SE,"13,398"
S3,Homicide,Homicide,0,01/01/2011,S,SE,"13,399"
S3,Rape,Rape,1,01/01/2011,S,SE,"13,400"
S3,Robbery,Robbery,4,01/01/2011,S,SE,"13,401"
S3,Assault,Assault,10,01/01/2011,S,SE,"13,402"
S3,Larceny-Theft,Larceny-Theft,17,01/01/2011,S,SE,"13,403"
S3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,01/01/2011,S,SE,"13,404"
S3,Burglary,Burglary,13,01/01/2011,S,SE,"13,405"
F1,Homicide,Homicide,0,01/01/2011,F,SW,"13,406"
F1,Rape,Rape,0,01/01/2011,F,SW,"13,407"
F1,Robbery,Robbery,-1,01/01/2011,F,SW,"13,408"
F1,Assault,Assault,3,01/01/2011,F,SW,"13,409"
F1,Larceny-Theft,Larceny-Theft,19,01/01/2011,F,SW,"13,410"
F1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,F,SW,"13,411"
F1,Burglary,Burglary,9,01/01/2011,F,SW,"13,412"
F2,Homicide,Homicide,0,01/01/2011,F,SW,"13,413"
F2,Rape,Rape,1,01/01/2011,F,SW,"13,414"
F2,Robbery,Robbery,1,01/01/2011,F,SW,"13,415"
F2,Assault,Assault,2,01/01/2011,F,SW,"13,416"
F2,Larceny-Theft,Larceny-Theft,32,01/01/2011,F,SW,"13,417"
F2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,01/01/2011,F,SW,"13,418"
F2,Burglary,Burglary,13,01/01/2011,F,SW,"13,419"
F3,Homicide,Homicide,0,01/01/2011,F,SW,"13,420"
F3,Rape,Rape,0,01/01/2011,F,SW,"13,421"
F3,Robbery,Robbery,3,01/01/2011,F,SW,"13,422"
F3,Assault,Assault,2,01/01/2011,F,SW,"13,423"
F3,Larceny-Theft,Larceny-Theft,22,01/01/2011,F,SW,"13,424"
F3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,F,SW,"13,425"
F3,Burglary,Burglary,30,01/01/2011,F,SW,"13,426"
W1,Homicide,Homicide,0,01/01/2011,W,SW,"13,427"
W1,Rape,Rape,0,01/01/2011,W,SW,"13,428"
W1,Robbery,Robbery,1,01/01/2011,W,SW,"13,429"
W1,Assault,Assault,0,01/01/2011,W,SW,"13,430"
W1,Larceny-Theft,Larceny-Theft,35,01/01/2011,W,SW,"13,431"
W1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,01/01/2011,W,SW,"13,432"
W1,Burglary,Burglary,19,01/01/2011,W,SW,"13,433"
W2,Homicide,Homicide,0,01/01/2011,W,SW,"13,434"
W2,Rape,Rape,0,01/01/2011,W,SW,"13,435"
W2,Robbery,Robbery,1,01/01/2011,W,SW,"13,436"
W2,Assault,Assault,2,01/01/2011,W,SW,"13,437"
W2,Larceny-Theft,Larceny-Theft,26,01/01/2011,W,SW,"13,438"
W2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,01/01/2011,W,SW,"13,439"
W2,Burglary,Burglary,16,01/01/2011,W,SW,"13,440"
W3,Homicide,Homicide,0,01/01/2011,W,SW,"13,441"
W3,Rape,Rape,0,01/01/2011,W,SW,"13,442"
W3,Robbery,Robbery,0,01/01/2011,W,SW,"13,443"
W3,Assault,Assault,2,01/01/2011,W,SW,"13,444"
W3,Larceny-Theft,Larceny-Theft,22,01/01/2011,W,SW,"13,445"
W3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,01/01/2011,W,SW,"13,446"
W3,Burglary,Burglary,15,01/01/2011,W,SW,"13,447"
B1,Homicide,Homicide,0,02/01/2011,B,N,"13,448"
B1,Rape,Rape,0,02/01/2011,B,N,"13,449"
B1,Robbery,Robbery,0,02/01/2011,B,N,"13,450"
B1,Assault,Assault,2,02/01/2011,B,N,"13,451"
B1,Larceny-Theft,Larceny-Theft,26,02/01/2011,B,N,"13,452"
B1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,02/01/2011,B,N,"13,453"
B1,Burglary,Burglary,18,02/01/2011,B,N,"13,454"
B2,Homicide,Homicide,0,02/01/2011,B,N,"13,455"
B2,Rape,Rape,0,02/01/2011,B,N,"13,456"
